timestamp,open,high,low,close,volume
2025-03-09,86184.7,86470.6,79933.4,80688.8,221609.348
2025-03-10,80690.7,84031.5,77410.1,78567.8,416386.797
2025-03-11,78567.8,83600.0,76560.0,82896.0,390779.169
2025-03-12,82896.0,84487.0,80578.5,83640.7,306171.124
2025-03-13,83640.7,84307.1,79903.4,81085.4,247960.052
2025-03-14,81085.5,85270.2,80772.0,83939.8,233544.708
2025-03-15,83939.9,84625.0,83564.5,84302.9,76674.97
2025-03-16,84303.0,85136.0,81925.6,82541.6,174630.7
2025-03-17,82541.6,84727.1,82384.0,83962.9,182662.082
2025-03-18,83963.0,83979.8,81113.5,82666.1,188897.749
2025-03-19,82666.2,86990.0,82501.8,86809.8,251961.741
2025-03-20,86809.8,87500.0,83613.6,84183.6,242943.492
2025-03-21,84183.6,84813.6,83122.0,84050.3,144422.271
2025-03-22,84050.3,84509.0,83589.5,83804.9,52218.652
2025-03-23,83804.9,86110.9,83761.2,86044.2,90899.873
2025-03-24,86044.1,88752.0,85478.3,87463.4,210907.484
2025-03-25,87463.4,88500.0,86260.0,87369.8,173505.289
2025-03-26,87369.9,88270.2,85816.3,86873.8,187956.695
2025-03-27,86873.9,87722.4,85724.5,87191.2,163451.689
2025-03-28,87191.2,87470.0,83531.7,84380.8,222284.56
2025-03-29,84380.8,84589.7,81601.0,82604.7,135513.705
2025-03-30,82604.8,83490.0,81501.4,82352.8,109565.925
2025-03-31,82353.1,83895.8,81222.0,82517.5,212064.576
2025-04-01,82517.5,85595.5,82383.3,85120.9,197263.176
2025-04-02,85121.0,88500.0,82300.0,82485.1,348964.378
2025-04-03,82485.1,83889.2,81172.2,83181.5,239163.519
2025-04-04,83181.7,84686.2,81624.6,83861.3,353109.206
2025-04-05,83861.4,84244.5,82333.8,83506.1,99574.204
2025-04-06,83506.1,83790.5,77111.0,78390.0,281191.753
2025-04-07,78390.1,81200.0,74457.0,79140.0,693843.503
2025-04-08,79140.1,80832.1,76200.1,76297.9,328409.534
2025-04-09,76298.0,83554.9,74578.5,82588.0,560649.862
2025-04-10,82587.9,82706.9,78416.0,79560.2,293662.1
2025-04-11,79560.3,84300.0,78935.5,83378.3,295777.871
2025-04-12,83378.3,85884.2,82756.0,85237.8,158002.837
2025-04-13,85237.9,86100.0,82991.5,83713.7,207038.38
2025-04-14,83713.8,85755.0,83630.9,84553.9,209349.356
2025-04-15,84553.9,86443.0,83560.0,83608.7,184522.182
2025-04-16,83608.6,85493.5,83063.9,83990.0,209441.418
2025-04-17,83990.1,85441.5,83700.0,84915.0,141033.195
2025-04-18,84914.9,85100.0,84260.0,84421.0,55218.842
2025-04-19,84421.0,85600.0,84317.2,85046.9,73380.566
2025-04-20,85046.9,85283.6,83900.0,85138.8,90651.818
2025-04-21,85138.9,88418.2,85100.0,87466.0,274069.871
2025-04-22,87466.0,94142.5,87017.5,93404.9,334005.081
2025-04-23,93404.9,94904.3,91898.0,93632.1,232748.428
2025-04-24,93632.2,93980.6,91619.0,93931.6,157092.728
2025-04-25,93931.5,95769.6,92788.0,94591.8,191830.477
2025-04-26,94591.8,95157.1,93833.0,94575.7,72538.209
2025-04-27,94575.7,95280.5,93547.3,93697.1,83816.183
2025-04-28,93697.0,95578.8,92700.0,94969.0,194420.716
2025-04-29,94969.0,95426.4,93678.7,94200.1,147831.794
2025-04-30,94200.1,95186.5,92848.1,94125.1,170929.31
2025-05-01,94125.2,97388.0,94086.7,96423.3,184526.755
2025-05-02,96423.2,97865.4,96283.1,96831.2,139197.526
2025-05-03,96831.2,96868.4,95700.0,95803.3,71420.629
2025-05-04,95803.3,96266.6,94116.4,94230.2,94260.877
2025-05-05,94230.2,95165.1,93445.1,94696.7,154902.375
2025-05-06,94696.7,96879.5,93327.0,96798.9,173683.066
2025-05-07,96798.9,97700.0,95718.5,96988.4,185267.142
2025-05-08,96988.4,104305.3,96831.5,103228.1,317422.469
2025-05-09,103228.0,104373.0,102240.0,102941.9,172883.922
2025-05-10,102941.9,105000.1,102784.0,104788.8,104384.537
2025-05-11,104788.8,104950.0,103283.3,104072.7,139136.421
2025-05-12,104072.7,105863.1,100678.0,102739.3,256542.699
2025-05-13,102739.3,104949.2,101400.0,104082.0,162368.328
2025-05-14,104082.0,104319.0,102536.0,103458.1,126264.097
2025-05-15,103458.1,104162.8,101270.8,103714.5,176344.106
2025-05-16,103714.2,104524.2,103062.3,103412.2,115513.049
2025-05-17,103412.2,103658.0,102541.6,103079.6,90372.669
2025-05-18,103079.5,106629.8,103052.2,106407.6,173224.284
2025-05-19,106407.5,107114.3,102038.8,105531.6,257825.604
2025-05-20,105531.5,106800.0,104115.2,105187.4,135833.225
